,Price,Year,Mileage,Model
42726,10995,2007,106265,Highlander2WD
42732,16665,2013,53275,Prius
42733,17588,2013,24139,Prius
42751,12395,2011,105050,Venza4dr
42753,12891,2014,58710,CorollaS
42778,15988,2014,57693,Prius
42800,27888,2016,34505,RAV4
42817,7995,2011,186877,Prius5dr
42818,6495,2011,204950,Prius5dr
42819,23250,2015,24669,Tacoma2WD
42822,30888,2017,8961,Tundra
42830,15590,2013,62998,Prius
42839,18999,2015,63954,"SiennaLE,"
42842,22570,2014,22013,"SiennaLE,"
42849,16988,2014,48789,Prius
42859,13988,2012,58372,Prius
42862,7995,2005,155346,RAV44dr
42867,14499,2016,47291,CorollaL
42873,17990,2016,925,Prius
42874,6888,2005,146259,Highlander4dr
42883,17711,2012,53928,Sienna5dr
42888,12490,2012,32869,Prius
42892,21500,2015,34155,"SiennaLE,"
42899,16999,2016,37840,CamrySE
42901,16988,2014,49130,Prius
42916,7288,2003,147009,RAV44dr
42918,16995,2013,80199,"SiennaLE,"
42922,26790,2017,5,Tacoma4WD
42923,13900,2006,81000,Tundra2WD
42928,16990,2014,39872,Prius
42932,15132,2011,81824,Venza4dr
42934,12397,2009,107665,HighlanderFWD
42936,16500,2014,45814,Prius
42945,11751,2014,63834,Prius
42946,8990,2007,126886,Sienna5dr
42948,29995,2017,16918,Tundra
42950,16988,2016,21231,CorollaL
42954,11991,2013,56735,CorollaLE
42961,22491,2017,7789,Prius
42967,9991,2008,155434,HighlanderFWD
42979,16985,2015,59221,Prius
42981,19388,2014,23166,Prius
42983,17397,2014,35233,Prius
42996,17991,2014,36437,Prius
42997,18250,2013,80808,AvalonXLE
43001,17995,2016,15788,CorollaS
43023,11999,2013,91913,Prius
43028,16900,2014,116784,AvalonXLE
43036,12900,2014,92847,Prius
43039,16999,2014,35247,Prius
43066,16000,2012,46669,Prius
43087,18000,2011,59138,Tacoma2WD
43093,12434,2012,92850,Prius
43107,11995,2010,103278,Venza4dr
43108,13581,2015,54810,CorollaLE
43109,13999,2012,59763,Prius
43110,9880,2010,128770,Venza4dr
43118,17990,2016,2399,Prius
43119,11991,2008,121433,HighlanderFWD
43126,15997,2006,56970,Tundra2WD
43133,16999,2014,55493,CamryL
43139,10999,2007,122045,Avalon4dr
43159,20999,2015,41776,"SiennaLE,"
43167,15499,2014,59227,Prius
43173,19522,2014,51036,"SiennaLE,"
43212,29995,2016,14388,Avalon
43215,26491,2016,14130,PriusFour
43229,17998,2012,77601,HighlanderFWD
43230,13699,2015,61145,CamryLE
43235,20990,2014,40282,"SiennaLE,"
43240,25991,2016,20251,PriusFour
43245,20495,2013,73824,AvalonXLE
43246,19995,2017,2626,CamryXLE
43247,13688,2014,93942,Prius
43252,28000,2016,11376,RAV4FWD
43260,19477,2014,22336,Prius
43268,18981,2012,69281,HighlanderFWD
43275,22395,2013,27201,TacomaDouble
43281,25888,2016,4610,"SiennaL,"
43289,5391,2006,188613,Prius5dr
43290,18500,2015,79992,"SiennaL,"
43294,17988,2012,61784,Sienna5dr
43314,16985,2014,58421,Prius
43332,15950,2013,53419,CorollaS
43346,22998,2015,18802,"SiennaLE,"
43347,17881,2014,39839,Prius
43351,19992,2015,42063,Prius
43353,15456,2014,101069,"SiennaLE,"
43354,25992,2017,9236,Tacoma2WD
43368,15990,2014,10755,Prius
43369,26999,2016,9452,PriusThree
43384,7995,2010,181633,Prius5dr
43385,10981,2014,89975,CorollaLE
43401,23500,2015,31938,Tacoma2WD
43405,23980,2015,18523,Tacoma2WD
43426,7997,2010,181858,Prius5dr
43439,19999,2011,49800,Avalon4dr
43440,10891,2010,128349,Venza4dr
43451,19985,2015,25319,Prius
43457,7999,2003,129421,Tundra2WD
43468,18995,2013,79249,Highlander4X2
43481,16991,2014,51357,Prius
43504,14350,2013,79836,Prius
43509,20450,2015,60345,"SiennaLE,"
43511,20988,2015,20385,CamryLE
43525,18688,2014,35420,Prius
43542,15888,2016,39792,CorollaL
43545,10495,2009,118000,Camry4dr
43549,14990,2014,78253,Prius
43554,12888,2013,96799,Prius
43558,16446,2014,24915,CamrySE
43573,7495,2004,112323,Sienna5dr
43574,18991,2014,27882,Prius
43591,21499,2014,29745,"SiennaLE,"
43600,22500,2015,41965,Camry
43609,17640,2014,43720,Prius
43629,15991,2016,38483,CorollaS
43659,28900,2016,14239,RAV4AWD
43660,14995,2011,82642,Sienna5dr
43663,17955,2014,37787,Prius
43667,13888,2013,80161,Prius
43672,20448,2016,41209,CamryXSE
43680,9000,2010,109927,Corolla4dr
43681,26998,2016,16532,PriusFour
43705,18800,2014,36451,Prius
43727,25991,2015,16789,AvalonTouring
43740,23889,2016,28748,"SiennaLE,"
43756,17950,2014,33108,Prius
43764,19991,2014,35797,Prius
43773,8595,2006,117263,Sienna5dr
43778,19990,2017,5665,CamryLE
43779,23573,2015,28758,Tacoma2WD
43783,17988,2014,42602,Prius
43789,16881,2014,43516,Prius
43791,15900,2014,69322,Prius
43793,11595,2012,66360,Camry4dr
43800,8391,2008,147719,Sienna5dr
43803,7888,2006,141244,Highlander4dr
43808,18651,2012,47854,Sienna5dr
43814,18985,2014,37215,Prius
43825,16800,2014,57448,Prius
43861,10071,2003,116668,Tundra2WD
43864,16711,2013,80342,"SiennaLE,"
43870,22348,2015,29697,SiennaLE
43872,16490,2016,39733,CorollaS
43876,10990,2005,80500,Sienna5dr
43886,14881,2009,72674,Venza4dr
43888,17491,2014,42016,Prius
43897,24691,2014,24625,AvalonLimited
43908,12995,2016,31282,Yaris5-Door
43914,26591,2015,21374,HighlanderFWD
43917,8991,2003,107659,Highlander4dr
43919,4998,2002,127151,Sienna5dr
43936,10900,2011,99516,Camry4dr
43942,12788,2011,110900,Sienna5dr
43944,12992,2014,59248,CorollaLE
43968,16229,2013,49011,Prius
43975,25999,2016,18378,Tundra
43978,10499,2002,69375,Tacoma2WD
43987,26977,2016,23570,Tundra
43997,6989,2007,161819,Highlander2WD
44010,23689,2014,29472,TacomaAccess
44012,19993,2015,24119,Prius
44018,27491,2016,10341,PriusFour
44024,23000,2016,10022,Camry
44032,11987,2014,86023,CamryL
44048,16995,2014,54407,Prius
44051,5495,2011,224199,Prius5dr
44052,7995,2004,108968,Sienna5dr
44053,9988,2006,111999,Sienna5dr
44087,17592,2014,45775,Prius
44093,14250,2013,111298,"SiennaLE,"
44113,10991,2014,96920,CamryL
44123,25077,2014,25619,AvalonLimited
44124,19999,2012,57695,Tacoma2WD
44128,18595,2016,15992,CamrySE
44132,17990,2014,34826,Prius
44134,12645,2014,67834,CorollaS
44141,7999,2005,141559,Avalon4dr
44142,15488,2016,46029,CorollaL
44148,17500,2014,52087,Prius
44163,5995,2002,131700,Highlander4dr
44165,11395,2005,109774,Tundra2WD
44177,26991,2017,959,Tacoma2WD
44180,19991,2014,19210,Prius
44183,3950,2005,167000,Sienna5dr
44192,17590,2014,39981,Prius
44194,13450,2008,91803,Tacoma2WD
44200,14991,2016,54604,CorollaS
44210,19995,2014,58686,"SiennaLE,"
44241,13866,2014,56298,CamrySE
44244,26991,2016,16288,Tacoma2WD
44253,22599,2014,28451,"VenzaXLE,"
44262,15988,2014,33487,CorollaECO
44287,11999,2012,90576,Prius
44289,13841,2011,100031,Sienna5dr
44290,20888,2014,37350,"VenzaXLE,"
44298,13666,2012,70576,Prius
44303,9950,2010,102805,Camry4dr
44309,5500,2004,168401,Prius5dr
44310,23989,2016,20900,Sienna5dr
44319,13688,2013,90894,Prius
44326,8990,2011,163266,Tacoma2WD
44330,20438,2014,46590,"SiennaLE,"
44339,20598,2014,61765,TacomaDouble
44342,22999,2017,11246,CamrySE
44350,17990,2014,35956,Prius
44355,14791,2010,90911,Sienna5dr
44367,14995,2011,86533,Sienna5dr
44382,19988,2014,17290,Prius
44384,17900,2014,38112,Prius
44388,10879,2008,148493,RAV4FWD
44398,11995,2006,79849,Sienna5dr
44406,3229,2004,270889,Corolla4dr
44421,18995,2014,78379,"SiennaSE,"
44423,9995,2010,102120,Corolla4dr
44432,7495,2005,140925,Highlander4dr
44442,6450,2003,144694,Avalon4dr
44444,11995,2009,121211,HighlanderFWD
44449,7985,2006,187234,Matrix5dr
44455,17597,2014,41359,Prius
44463,18485,2013,72095,"SiennaLE,"
44464,14991,2014,76422,Prius
44473,17695,2014,49138,Prius
44504,14677,2013,108448,"SiennaL,"
44505,15395,2014,35361,CorollaLE
44506,20999,2014,40914,"SiennaLE,"
44513,12991,2014,52650,Prius
44526,21900,2015,50493,Tacoma2WD
44538,15995,2012,80533,Venza4dr
44551,14991,2014,24364,Prius
44552,21998,2013,64487,AvalonXLE
44556,15881,2016,44021,CorollaS
44570,15988,2013,62583,Prius
44587,21000,2015,69815,Tacoma2WD
44611,22991,2017,11253,Prius
44633,13492,2014,60413,CorollaS
44636,16382,2013,58142,Prius
44639,11666,2014,113811,Prius
44641,16999,2014,45281,Prius
44653,11988,2011,55460,Camry4dr
44656,19592,2014,45733,Prius
44658,21969,2015,52809,"SiennaLE,"
44664,17999,2012,79447,HighlanderFWD
44666,10035,2009,75000,Camry4dr
44669,13888,2009,80843,Venza4dr
44672,19632,2015,36523,Prius
44678,25990,2015,5502,Tacoma2WD
44689,24997,2015,7000,Tacoma2WD
44693,14998,2013,70061,CamrySE
44696,18491,2014,42579,Prius
44698,16791,2014,21923,CamrySE
44699,14995,2012,112342,HighlanderFWD
44719,19495,2014,64850,TacomaAccess
44720,19879,2015,102247,RAV44X2
44721,7495,2003,125375,Highlander4dr
44728,21746,2016,27618,CamryXSE
44739,17288,2014,58586,Prius
44746,5991,2001,134662,Highlander4dr
44762,16991,2015,65825,Prius
44772,13995,2009,80170,Venza4dr
44788,17499,2012,30180,Prius
44800,26974,2015,14818,AvalonXLE
44811,20900,2015,25430,Prius
44815,20671,2014,20810,Prius
44832,19588,2015,45857,Prius
44834,14990,2014,75026,Prius
44839,4495,2006,197752,Prius5dr
44840,16987,2014,63432,Prius
44843,16988,2014,25255,CamryLE
44859,12999,2013,90564,Prius
44867,23997,2015,30071,"SiennaLE,"
44873,15860,2013,69492,Prius
44875,15990,2014,35280,CamryLE
44888,16500,2014,67224,Prius
44895,26999,2016,18288,PriusFour
44904,16191,2013,65589,Camry
44908,13491,2012,41368,Camry4dr
44913,27000,2017,3944,SiennaLE
44932,18494,2014,46381,Prius
44953,22991,2014,46694,AvalonXLE
44955,27581,2016,42819,RAV4
45006,20988,2014,52680,"SiennaLE,"
45015,3495,2003,175280,Highlander4dr
45034,15499,2011,99600,HighlanderFWD
45042,14979,2015,84878,Prius
45044,28143,2017,1701,Tacoma2WD
45081,16500,2014,67975,Prius
45082,32678,2017,4504,RAV4
45084,14984,2014,50308,CamryLE
45088,7995,2008,148237,Camry4dr
45093,19994,2014,16121,Prius
45098,23881,2015,37540,"SiennaLE,"
45099,25899,2016,10547,Tacoma2WD
45100,7800,2007,187785,RAV44WD
45114,4951,2002,179170,RAV44dr
45142,19980,2015,32789,Prius
45150,24950,2014,17205,"SiennaLE,"
45153,7498,2008,124835,Corolla4dr
45154,17895,2014,81920,"SiennaXLE,"
45157,15988,2012,48829,Prius
45164,18888,2014,41752,Prius
45176,17995,2014,47237,Prius
45177,9495,2006,138000,Avalon4dr
45197,15995,2016,43481,CamrySE
45198,18499,2014,34697,Prius
45207,18995,2014,35371,Prius
45227,27584,2016,27609,RAV4AWD
45232,11977,2013,82289,Corolla4dr
45237,7998,2003,131915,Highlander4dr
45263,20460,2015,29284,CamryXSE
45266,17790,2014,33226,Prius
45271,15395,2014,112635,"SiennaL,"
45277,16988,2011,91162,Tundra
45280,15595,2011,108059,Avalon4dr
45281,17327,2013,90644,"SiennaSE,"
45289,17995,2014,81429,"SiennaLE,"
45292,3433,2000,136399,Sienna5dr
45294,25000,2017,2621,CamryLE
45295,18492,2014,40750,Prius
45302,20995,2012,51632,Tundra
45305,22992,2015,39181,Tacoma2WD
45311,18990,2014,39874,Prius
45313,13990,2010,91788,Venza4dr
45314,22998,2014,28239,"VenzaXLE,"
45317,16988,2014,62278,Prius
45320,20500,2013,67903,Highlander4X4
45324,17981,2014,22481,PriusTwo
45332,10800,2010,97575,Corolla4dr
45348,24991,2015,33409,"SiennaLE,"
45358,24992,2015,25949,Tacoma2WD
45366,14592,2014,59301,CorollaS
45373,14995,2006,90772,Tundra2WD
45378,20077,2017,8231,CorollaL
45379,19595,2015,35743,CamrySE
45383,18750,2014,39251,Prius
45386,16500,2014,41505,PriusThree
45391,18988,2014,32024,RAV44X2
45393,5800,2008,175475,Corolla4dr
45395,20999,2016,32705,CamrySE
45398,19788,2014,32208,Prius
45401,19991,2017,8868,CorollaL
45404,24395,2015,13640,"SiennaLE,"
45406,15977,2014,78641,Prius
45407,12995,2014,102140,Prius
45418,7988,2001,124310,Avalon4dr
45425,10799,2014,89303,CorollaL
45434,12995,2012,55552,Corolla4dr
45443,18900,2014,42558,Prius
45454,9988,2007,93428,Camry
45456,18986,2014,47730,Prius
45476,12295,2012,93831,Prius
45483,17985,2010,79833,Highlander4WD
45487,25999,2016,13303,Tacoma2WD
45497,25992,2016,11670,"SiennaLE,"
45499,26999,2016,10678,Tundra
45502,24327,2016,27463,Tacoma2WD
45511,15995,2013,94752,"VenzaXLE,"
45516,7000,2006,76289,Corolla4dr
45525,10971,2006,140167,Tundra2WD
45546,18899,2012,85282,HighlanderFWD
45551,17180,2016,31372,CamryXSE
45555,13095,2010,104150,Venza4dr
45559,17999,2014,42920,Prius
45565,15990,2015,46845,CamrySE
45573,17995,2012,25866,Prius
45577,8991,2008,76926,Camry4dr
45583,19670,2014,63147,"SiennaLE,"
45603,21990,2015,43900,"SiennaLE,"
45619,11777,2011,132583,SiennaLE
45620,14400,2012,80678,Prius
45623,7823,2006,81369,Camry4dr
45629,13000,2012,94081,Camry4dr
45636,15499,2014,73451,Prius
45670,12995,2012,86660,Prius
45684,17599,2014,58289,Prius
45687,17500,2014,59081,Prius
45709,31500,2016,3825,RAV4
45711,24388,2014,18966,"SiennaLE,"
45726,23991,2015,28591,"SiennaLE,"
45729,18999,2014,31876,Prius
45731,5995,2005,149480,Corolla4dr
45732,24499,2015,37913,Tundra
45743,13500,2008,116261,Highlander4WD
45764,8999,2008,104772,Corolla4dr
45765,25499,2015,17911,HighlanderFWD
45768,20188,2014,30250,Prius
45802,22904,2015,40276,VenzaXLE
45814,23900,2014,13550,"SiennaLE,"
45818,19991,2017,12312,CorollaSE
45824,10551,2005,135312,Tundra2WD
45831,14485,2014,86811,Prius
45833,19999,2014,62188,"VenzaXLE,"
45839,2900,2002,266925,Camry4dr
45845,22800,2015,49358,SiennaLE
45858,15995,2015,41978,CamrySE
45872,15977,2014,91626,Prius
45873,13995,2011,107380,Sienna5dr
45876,11995,2013,86290,PriusThree
45877,20995,2015,24565,Prius
45879,20670,2014,25938,Prius
45880,24794,2015,26960,"SiennaLE,"
45890,12995,2006,76528,Sienna5dr
45908,21290,2014,53049,"SiennaLE,"
45909,16997,2012,79998,Sienna5dr
45913,21881,2015,15001,Prius
45924,22988,2016,11965,CamrySE
45947,14500,2014,87228,Prius
45948,9888,2008,146624,HighlanderFWD
45954,18699,2014,36778,RAV44X2
45955,14450,2015,20186,Yaris5-Door
45963,14900,2009,84337,Tacoma2WD
45973,13588,2014,68734,CorollaLE
45989,14480,2013,79128,Prius
46009,14852,2009,95000,Tacoma2WD
46012,31988,2017,10518,RAV4
46016,21787,2014,50510,"SiennaLE,"
46019,18795,2011,70850,SiennaBase
46031,21999,2014,37608,"SiennaLE,"
46033,16675,2011,78614,Sienna5dr
46036,15895,2004,46825,Tacoma2WD
46037,4499,2002,189945,RAV44dr
46040,14998,2008,85616,HighlanderFWD
46041,23591,2014,23134,"VenzaXLE,"
46044,17485,2011,76018,Sienna5dr
46057,14800,2014,127849,"SiennaLE,"
46063,19299,2014,33726,Prius
46067,21999,2015,51041,Tacoma2WD
46077,18993,2015,57629,Prius
46088,7888,2007,162886,Highlander2WD
46110,22700,2016,15962,Prius
46123,17996,2014,53389,Prius
46129,14995,2014,36086,Prius
46149,4991,2004,192568,Prius5dr
46153,21926,2012,24836,Sienna5dr
46156,27191,2017,10047,Tacoma2WD
46159,18488,2015,93795,Tacoma2WD
46161,18477,2011,77228,HighlanderFWD
46170,21988,2014,11095,Prius
46194,12989,2012,99370,Prius
46204,24491,2015,25345,"SiennaLE,"
46224,19950,2013,58152,"VenzaLimited,"
46228,25988,2015,12504,"SiennaLE,"
46240,12900,2015,77267,CorollaS
46241,9990,2005,128625,Highlander4dr
46243,13995,2014,131504,"VenzaLE,"
46257,23900,2015,27941,"SiennaLE,"
46277,9995,2005,106078,Sienna5dr
46279,16988,2013,57043,Prius
46284,16991,2016,41324,CamrySE
46295,29995,2017,825,PriusOne
46312,15988,2014,42586,CamryL
46323,8000,2010,100205,Corolla4dr
46339,22995,2014,27325,"SiennaLE,"
46343,24900,2015,15126,"SiennaLE,"
46346,5495,2008,211431,Prius5dr
46359,20998,2014,61325,"SiennaLE,"
46361,16195,2013,97149,"VenzaLE,"
46366,23991,2014,42694,AvalonXLE
46379,22999,2014,37336,TacomaAccess
46391,19995,2015,32261,RAV44X2
46392,22900,2015,53513,Tacoma2WD
46401,14495,2011,104228,Sienna5dr
46409,9999,2007,124000,Sienna5dr
46433,19500,2014,41012,Prius
46436,17400,2014,66534,Prius
46437,12988,2008,96780,Sienna5dr
46442,17989,2015,27812,CamrySE
46462,21995,2015,48671,"SiennaL,"
46463,22488,2014,42403,"VenzaXLE,"
46467,10984,2010,71130,Corolla4dr
46473,19800,2015,42026,Prius
46488,24955,2016,29100,"SiennaLE,"
46490,14995,2012,122548,HighlanderFWD
46491,9990,2010,165629,HighlanderFWD
46492,10984,2012,88453,Corolla4dr
46502,15999,2014,67977,Prius
46519,26591,2015,25525,Tacoma2WD
46538,14987,2013,85864,Prius
46542,11500,2009,139155,Highlander4WD
46554,7987,2006,145876,Sienna5dr
46561,18227,2014,45593,Prius
46568,14988,2014,58243,CorollaLE
46574,22995,2014,32516,"SiennaLE,"
46582,18499,2016,31063,CamrySE
46588,9595,2008,138501,Sienna5dr
46589,15881,2016,56459,CamryLE
46590,10864,2008,123231,Sienna5dr
46591,22988,2016,23436,Prius
46593,23988,2015,30046,Tacoma2WD
46598,10995,2011,75845,Camry4dr
46603,20595,2014,24131,Prius
46604,17999,2013,80431,"SiennaXLE,"
46613,13982,2014,102719,Prius
46614,27999,2016,12542,PriusThree
46625,19988,2011,42866,SiennaLE
46626,23985,2016,50476,SiennaLE
46647,10655,2012,128183,Prius
46652,8480,2013,199952,TacomaRegular
46675,20491,2014,67692,"SiennaLE,"
46684,12991,2013,55477,Prius
46704,23900,2014,45675,TacomaDouble
46720,17577,2014,35390,PriusTwo
46721,13990,2010,99911,Venza4dr
46731,19988,2013,70551,TacomaAccess
46745,10981,2012,75675,Prius
46755,11888,2006,120663,Prius5dr
46756,13788,2015,35876,Yaris5-Door
46760,19067,2014,46650,Prius
46771,24629,2016,27284,"SiennaLE,"
46772,24995,2016,30245,"SiennaLE,"
46780,11295,2010,151574,HighlanderFWD
46791,23950,2015,31509,"SiennaLE,"
46810,12000,2012,65609,Corolla4dr
46828,14888,2010,108584,HighlanderFWD
46843,24248,2017,5584,CorollaL
46845,18995,2012,76398,Highlander4WD
46850,11988,2007,107205,Tacoma2WD
46853,11670,2011,141738,Sienna5dr
46855,21500,2013,71125,Tundra
46861,7500,2006,163296,Highlander4dr
46875,27995,2016,13772,Tacoma2WD
46876,19997,2012,63722,Sienna5dr
46880,16997,2012,91616,Venza4dr
46883,17390,2014,38614,PriusThree
46886,28800,2017,4710,Tacoma2WD
46887,26588,2016,21394,Tacoma2WD
46899,24790,2013,23720,Tundra
46902,14995,2012,63435,Prius
46911,10000,2011,81632,Corolla4dr
46913,7195,2011,237583,Matrix5dr
46916,12499,2006,120724,Tundra2WD
46930,6888,2001,137932,Highlander4dr
46934,20900,2014,33091,Prius
46939,28991,2016,24135,RAV4AWD
46941,9988,2008,145622,Sienna5dr
46946,14995,2014,127139,"SiennaLE,"
46950,23592,2015,32233,"SiennaLE,"
46961,17592,2014,100597,"SiennaLE,"
46966,19000,2014,48917,Prius
46975,27977,2017,7219,SiennaLE
46977,12000,2008,141179,HighlanderFWD
46988,14500,2006,97100,Tundra2WD
46991,23895,2014,32227,"SiennaLE,"
47004,22998,2015,49522,"SiennaLE,"
47010,24998,2016,27883,SiennaLE
47021,16998,2004,50000,Tundra2WD
47025,22964,2015,38038,VenzaXLE
47056,6992,2003,123492,Sequoia4dr
47057,12988,2014,68011,Prius
47078,12499,2006,121748,Tundra4WD
47083,17995,2011,90242,HighlanderFWD
47085,23881,2013,35812,Highlander4X2
47107,25049,2016,38732,Tacoma2WD
47111,22879,2015,39765,Tacoma2WD
47147,20850,2013,62673,TacomaAccess
47158,17999,2014,63989,Prius
47164,25722,2015,27802,Tacoma2WD
47165,26500,2015,29952,Tundra
47181,22450,2015,15968,Prius
47183,21259,2013,61982,"SiennaLE,"
47190,19500,2014,41017,Prius
47215,18990,2011,83955,HighlanderFWD
47220,15238,2012,37105,Camry4dr
47228,19898,2012,59667,Sienna5dr
47241,7988,2004,127640,Camry4dr
47250,32600,2017,3639,RAV4
47258,12382,2008,133919,HighlanderFWD
47270,21700,2015,23779,Prius
47271,5991,2005,212256,Prius5dr
47272,24900,2014,19162,"SiennaLE,"
47275,29888,2017,10267,PriusFour
47283,17994,2010,75660,Tacoma2WD
47293,13998,2014,101000,Prius
47297,15988,2014,53213,CamrySE
47302,31995,2017,15446,Tundra
47335,19261,2014,52214,Prius
47337,25995,2016,21800,"SiennaLE,"
47341,18995,2014,58009,CamrySE
47344,17990,2015,33873,CamrySE
47356,14991,2008,97809,Highlander4WD
47366,15750,2014,48286,CorollaS
47388,16995,2012,103749,HighlanderFWD
47419,24000,2014,42529,"SiennaSE,"
47427,27399,2016,15428,Tacoma2WD
47440,20988,2011,47753,Tacoma2WD
47455,26991,2016,18063,"SiennaLE,"
47470,20500,2014,73831,"SiennaXLE,"
47474,25888,2016,26152,"SiennaLE,"
47479,17484,2007,57254,Tacoma2WD
47484,25995,2016,22707,"SiennaLE,"
47486,8595,2005,130035,Sienna5dr
47487,19500,2015,51875,Prius
47502,19999,2014,29973,Prius
47508,25989,2016,19963,Tacoma4WD
47516,13998,2011,116763,Sienna5dr
47518,18781,2014,48391,Prius
47519,8999,2002,128319,Avalon4dr
47520,16888,2011,80053,Sienna5dr
47523,19350,2012,66112,Venza4dr
47526,12995,2008,126558,Tundra
47530,11524,2013,84826,CorollaLE
47539,23590,2015,10554,Camry
47548,17995,2014,57817,Prius
47549,24500,2016,5385,CamryXSE
47554,17495,2014,37497,PriusThree
47569,21000,2014,29859,Prius
47597,32980,2017,15428,Tundra
47618,22998,2013,41467,Highlander4X2
47621,16988,2014,47275,PriusThree
47637,24892,2015,33389,Tacoma2WD
47648,13999,2015,32078,Yaris5-Door
47661,19988,2014,37660,Prius
47664,27591,2015,30832,HighlanderFWD
47669,24495,2014,53631,AvalonLimited
47670,18988,2014,25527,PriusFour
47677,20000,2015,14828,CamryLE
47691,15991,2014,50664,CamryL
47692,26900,2016,15248,Tacoma2WD
47699,27475,2015,18254,PriusThree
47704,24781,2014,41004,AvalonLimited
47705,10500,2014,145600,Prius
47709,24488,2013,49827,Tundra
47720,19990,2014,38822,Prius
47722,16754,2015,47164,CamryXLE
47726,12131,2011,140468,Sienna5dr
47729,30222,2016,10335,HighlanderFWD
47730,24394,2015,40234,SiennaLE
47732,11600,2008,136346,HighlanderFWD
47739,10856,2009,16384,Matrix5dr
47744,22800,2014,41735,"VenzaXLE,"
47752,25890,2016,25498,"SiennaLE,"
47753,24500,2014,36775,"SiennaXLE,"
47754,15116,2015,60337,CamryXLE
47759,22477,2014,19134,Prius
47767,18900,2009,51841,Tacoma2WD
47772,13485,2011,129117,Tacoma2WD
47788,22492,2016,23449,Prius
47789,18999,2017,34615,CamrySE
47792,24990,2016,29028,"SiennaLE,"
47809,18899,2017,35932,CamrySE
47812,24774,2014,28899,"SiennaSE,"
47820,16991,2015,41767,CamrySE
47830,14991,2016,59526,Prius
47832,14900,2008,105400,Tundra
47839,7984,2006,160520,Sienna5dr
47840,22955,2017,17629,RAV4XLE
47842,20995,2015,29159,Prius
47849,5775,2001,99572,Camry4dr
47852,18500,2016,38113,CamrySE
47861,11977,2005,124037,Tundra2WD
47862,13980,2008,97805,Tacoma2WD
47873,21995,2014,54513,"VenzaXLE,"
47883,7499,2003,113976,Sequoia4dr
47898,19991,2014,41392,Prius
47929,33288,2017,6010,RAV4
47931,24999,2013,25108,"SiennaSE,"
